ID,Rating,Votes,Date,Title,Author,Publisher
25747921,7.0,106864,2013-11-1,从你的全世界路过,张嘉佳,湖南文艺出版社
24736805,7.5,009757,2013-8-1,我所有的朋友都死了,艾弗里·蒙森 / 乔里·约翰,中信出版社
24540864,6.9,055169,2013-6,第七天,余华,新星出版社
25733470,8.2,035163,2013-10-1,没有色彩的多崎作和他的巡礼之年,[日] 村上春树,南海出版公司
24319078,7.6,004337,2013-8,我心中尚未崩坏的部分,白石一文,上海人民出版社
20470917,9.1,017372,2013-1,深夜食堂 01,[日] 安倍夜郎,湖南文艺出版社
20392523,8.5,022939,2013-5,没有人给他写信的上校,[哥伦比亚] 加西亚·马尔克斯,南海出版公司
24754316,8.7,056037,2013-8-5,最好的我们,八月长安,湖南文艺出版社
24934182,8.1,068588,2013-9-1,一个人的朝圣,[英] 蕾秋·乔伊斯,北京联合出版公司
24382569,8.7,022947,2013-6,一桩事先张扬的凶杀案,[哥伦比亚] 加西亚·马尔克斯,南海出版公司
21692813,7.6,016853,2013-4,眠,[日] 村上春树 著 / [德] 卡特·曼施克 图,南海出版公司
24845582,8.4,019455,2013-8,群山回唱,[美] 卡勒德·胡赛尼,上海人民出版社
24754720,6.8,006778,2013-6-1,我的朋友陈白露小姐,海棠,中信出版社
25748787,7.6,007659,2013-11,平生欢,七堇年,浙江文艺出版社
25696089,7.3,009490,2013-9-1,1980年代的爱情,野夫,湖南文艺出版社
11597326,5.7,000984,2013-6,我的心略大于整个宇宙,[葡萄牙] 费尔南多·佩索阿,上海人民出版社
23751092,7.6,005385,2013-5,致我们终将逝去的青春,辛夷坞,百花洲文艺出版社
19965972,7.5,007843,2012-12,我读书少，你可别骗我,马伯庸,浙江大学出版社
24538715,8.6,003004,2013-6,艾比斯之梦,[日] 山本弘,新星出版社
24541883,8.1,009298,2013-6-3,消失的爱人,[美]吉莉安·弗琳,中信出版社
24882309,7.7,003194,2013-8,与我十年长跑的女友明天要嫁人了,李海波,江苏文艺出版社
24292290,7.2,000740,2013-7,兰陵王,(日) 田中芳树,江苏文艺出版社
24107596,8.1,006501,2013-6,神经漫游者,[美] 威廉·吉布森,江苏凤凰文艺出版社
23795254,7.9,009498,2013-7-20,骄阳似我,顾漫,花山文艺出版社
21346610,7.6,002457,2013-3-26,莫失莫忘,秋微,中信出版社
11528350,8.8,003856,2013-1-1,哈扎尔辞典（阳本）,(塞尔维亚)米洛拉德·帕维奇,上海译文出版社
24153181,7.6,012971,2013-7-1,从前我死去的家,〔日〕东野圭吾,南海出版公司
20501761,8.3,007616,2013-4-1,地球上最后的夜晚,[智利] 罗贝托·波拉尼奥,上海人民出版社
20392525,7.9,010841,2013-1,枯枝败叶,[哥伦比亚] 加西亚·马尔克斯,南海出版公司
21681263,8.1,001968,2013-4-1,大鱼,【美】丹尼尔·华莱士,北方妇女儿童出版社
21979064,7.3,004479,2013-9,等风来,鲍鲸鲸,长江文艺出版社
03289609,7.0,006962,2013-1,这么远，那么近,晴空蓝兮,国际文化出版公司
20493367,8.4,001988,2013-1,爱伦·坡暗黑故事全集（上册）,[美] 爱伦•坡,湖南文艺出版社
24380577,9.1,015733,2013-5,平凡的世界,路遥,北京十月文艺出版社
20488770,7.6,001501,2013-3,恋爱中毒,(日)山本文绪,南海出版公司
21690283,8.1,002337,2013-5,再会，谢谢所有的鱼,(英)道格拉斯·亚当斯,上海译文出版社
22714154,8.7,019612,2013-3,繁花,金宇澄,上海文艺出版社
24734456,5.7,001633,2013-6,破碎的时光,沈肯尼,江苏文艺出版社
20507419,7.0,002992,2013-2,东野圭吾的最后致意,（日）东野圭吾,新星出版社
25716611,8.6,002842,2013-9,花街往事,路内,上海文艺出版社
20425433,8.1,001714,2013-6,请你安静些，好吗？,(美)雷蒙德·卡佛,译林出版社
20392524,7.7,005398,2013-3,恶时辰,[哥伦比亚] 加西亚·马尔克斯,南海出版公司
23186549,7.8,001964,2013-5,我们家,颜歌,浙江文艺出版社
10554308,9.1,271833,2013-1-1,白夜行,[日] 东野圭吾,南海出版公司
21778349,8.3,001738,2013-8,苦水音乐,(美)查尔斯·布考斯基,广西师范大学出版社
24876497,8.0,003625,2013-8-1,匆匆那年,九夜茴,江苏文艺出版社
25714740,7.3,004689,2013-10-1,起风了,(日)堀辰雄,新星出版社
24700894,6.3,000423,2013-6,没有在一起,也好,吴淡如,现代出版社
25735699,7.5,008286,2013-11-1,三生三世 枕上书·终篇,唐七公子,湖南文艺出版社
24529164,8.0,002617,2013-6,楼兰,（日）井上靖,北京十月文艺出版社
20424609,8.0,005690,2012-12-20,妩媚航班,笛安,长江文艺出版社
03621144,7.2,007131,2013-1,良言写意,木浮生,国际文化出版公司
02057550,8.5,004608,2013-3,魅生·妖颜卷,楚惜刀,新世界出版社
21346008,8.5,008734,2013-7,米格尔街,V.S.奈保尔 (V.S.Naipaul),南海出版公司
