ID,Rating,Votes,Date,Title,Author,Publisher
07015927,0.0,000001,2012-6-12,The Optimism Bias,Tali Sharot,Vintage
03324610,7.3,000924,2009-01,摇摆,（美）奥瑞·布莱福曼 / （美）罗姆·布莱福曼,中信出版社
01476760,8.9,000022,2000-9,Simple Heuristics That Make Us Smart,Gerd Gigerenzer / Peter M. Todd / ABC Research Group,Oxford University Press
01124536,8.7,000239,2002-8,成事在天,[美] 纳西穆·N. 塔勒波,中国经济出版社
02990015,8.5,000911,2008,Predictably Irrational,Dan Ariely,Harper Collins
02841807,8.0,000029,2000,Why Smart People Make Big Money Mistakes and How to Correct Them,Gary Belsky / Thomas Gilovich,Simon &amp; Schuster
01885113,0.0,000001,1995-04-19,Why Smart People Do Dumb Things,Mortimer Feinberg / John J. Tarrant,Fireside
02774407,9.1,000017,2003,Advances in Behavioral Economics,Colin F. Camerer / George Loewenstein / Matthew Rabin,Princeton University Press
03025921,7.7,008382,2008-5,黑天鹅,[美] 纳西姆·尼古拉斯·塔勒布,中信出版社
02252432,7.7,000034,2007-7-5,Gut Feelings,Gerd Gigerenzer,Viking Adult
01357039,0.0,000008,2004-6-1,The Power of Intuition,Chief Scientist Gary Klein,Crown Business
01890698,0.0,000005,2004-9,Blackwell Handbook of Judgment and Decision Making (Blackwell Handbooks of Experimental Psychology),Derek J. Koehler / Nigel Harvey,Blackwell Publishing,Incorporated
03102009,8.4,000087,2008-5-13,The Drunkard&#39;s Walk,Leonard Mlodinow,Pantheon
03287264,8.6,000072,2008-3,Mistakes Were Made,Carol Tavris / Elliot Aronson,Mariner Books
01001737,7.9,000592,1999-09,失败的逻辑,（德国）迪特里希.德尔纳,上海科技教育出版社
01722049,7.8,000242,2005-10,无从选择,[美国] 巴里·施瓦茨,中国商务出版社
01599035,8.4,000219,2002-9,简捷启发式,[德] 哥德·吉戈伦尔 / [德] 彼得·M. 托德,华东师范大学出版社
03199621,8.2,000022,2008-05-02,Rationality for Mortals,Gerd Gigerenzer,Oxford University Press,USA
02374426,9.1,000016,2002-7,Bounded Rationality,Gerd Gigerenzer / Reinhard Selten,MIT Press
02887756,0.0,000000,2001-11,Decisions,Decisions,David A. Welch,Prometheus Books
03032642,8.2,000032,2007-10-22,Thinking and Deciding,Jonathan Baron,Cambridge University Press
01793769,8.6,000013,1982-4-30,Judgment under Uncertainty,Daniel Kahneman (Editor),Paul Slovic (Editor),Amos Tversky (Editor),Cambridge University Press
01873361,9.7,000015,2000-9-25,Choices,Values,and Frames,Kahneman,Daniel (EDT)/ Tversky,Amos (EDT),Cambridge University Press
02842562,8.5,000015,2001-6-15,Rational Choice in an Uncertain World,Professor Reid K. (Kendrick) Hastie / Dr. Robyn M. Dawes,Sage Publications,Inc
02253177,0.0,000001,1996-11,Inevitable Illusions,Massimo Piattelli-Palmarini,Wiley
02698093,0.0,000012,2003-3-19,Calculated Risks,Gerd Gigerenzer,Simon &amp; Schuster
01859829,0.0,000014,1999-2-26,Sources of Power,Gary Klein,The MIT Press
01873355,9.0,000012,2002-7-8,Heuristics and Biases,Gilovich,Thomas (EDT)/ Griffin,Dale W. (EDT)/ Kahneman,Daniel (EDT),Cambridge University Press
01874488,8.1,006009,2006-8,别做正常的傻瓜,奚恺元,机械工业出版社
01193621,8.5,003390,2004-9,决策与判断,[美]斯科特·普劳斯,人民邮电出版社
