ID,Rating,Votes,Date,Title,Author,Publisher
03279105,8.6,001326,2008-11,About Face 3 交互设计精髓,Alan Cooper / Robert Reimann / David Cronin,电子工业出版社
03414987,8.6,000091,2008/12/04,關鍵設計報告,比爾．摩格理吉 Moggridge,Bill,麥浩斯資訊股份有限公司
01827702,8.5,006635,2006-8,点石成金,[美] 史蒂夫·克鲁克,机械工业出版社
01138771,7.9,000158,2004-1-1,人本界面,（美）拉斯基（Jef Raskin）,机械工业出版社
01314262,8.1,002259,2005-5,情感化设计,[美] Donald A.Norman；,电子工业出版社
04201552,7.6,000620,2009-11,用户体验草图设计,比尔·巴克斯顿(Bill Buxton),电子工业出版社
03169342,8.2,000895,2008年8月,Web信息架构(第3版),Peter Morville / Louis Rosenfeld,电子工业出版社
01493316,7.9,001056,2006-3,交互设计之路,库帕,电子工业出版社
02365393,8.3,000684,2008-03-01,Designing Interfaces中文版,Jenifer Tidwell,电子工业出版社
02262838,8.3,000263,2007-10,好用型设计,唐纳德·A·诺曼,中信
03665205,7.6,000342,2009,应需而变,Peter Merholz / Brandon Schauer / David Verba / Todd Wilkens,机械工业出版社
01185932,8.1,000323,2004-1,可用性工程,尼尔森,机械工业出版社
02297549,8.2,004178,2007年10月,用户体验的要素,Jesse James Garrett,机械工业出版社
04827960,7.7,000280,2010-5,移动应用的设计与开发,[美] 弗林 (Brian Fling),电子工业出版社
01765779,7.5,000128,2006-3,什么是网页设计,麦克唐纳,中国青年出版社
02298856,7.7,000686,2008-1,一目了然,ROBERT HOEKMAN,机械工业出版社
03886044,8.0,002121,2009-7,瞬间之美,[美] Robert Hoekman,Jr.,人民邮电出版社
04886100,8.6,000619,2010-6,Web表单设计,[美] Luke Wroblewski,清华大学出版社
25746680,8.1,000231,2013-10-1,随意搜寻,Peter Morville,华中科技大学出版社
02152772,7.6,000200,2007-6,网站优化,奈尔逊,电子工业出版社
03821157,8.7,000623,2009年7月,Web界面设计,Bill Scott / Theresa Neil,电子工业出版社
20381558,7.3,000368,2013-1-1,移动应用UI设计模式,[美] Theresa Neil / Theresa Neil,人民邮电出版社
06792322,8.7,001540,2011-9-1,认知与设计,Jeff Johnson,人民邮电出版社
05319798,7.2,000156,2010-10,搜索模式,Peter Morville / Jeffery Callender,电子工业出版社
03313897,8.1,000250,2009 年3月,Web导航设计,James Kalbach,电子工业出版社
